Identificador de URL,Nombre,Categorías,Nombre de propiedad 1,Valor de propiedad 1,Nombre de propiedad 2,Valor de propiedad 2,Nombre de propiedad 3,Valor de propiedad 3,Precio sin descuento,Precio promocional por tiempo limitado y en 6 cuotas sin interes,Precio promocional con medio de pago transferencia
barral-cortina15,,,Color,Blanco,Medida,250 cm,,,31848,"27070,8","17516,4"
barral-cortina15,,,Color,Blanco,Medida,300 cm,,,38208,"32476,8","21014,4"
barral-cortina15,,,Color,Blanco,Medida,350 cm,,,"44572,8","37886,88","24515,04"
barral-cortina15,,,Color,Blanco,Medida,400 cm,,,"46300,8","39355,68","25465,44"
barral-cortina15,,,Color,Blanco,Medida,450 cm,,,57300,48705,31515
barral-cortina15,,,Color,Blanco,Medida,500 cm,,,63660,54111,35013
barral-cortina15,,,Color,Blanco,Medida,550 cm,,,70020,59517,38511
barral-cortina15,,,Color,Negro,Medida,100 cm,,,12744,"10832,4","7009,2"
barral-cortina15,,,Color,Negro,Medida,150 cm,,,19116,"16248,6","10513,8"
barral-cortina15,,,Color,Negro,Medida,200 cm,,,"25485,6","21662,76","14017,08"
barral-cortina15,,,Color,Negro,Medida,250 cm,,,31848,"27070,8","17516,4"
barral-cortina15,,,Color,Negro,Medida,300 cm,,,38208,"32476,8","21014,4"
barral-cortina15,,,Color,Negro,Medida,350 cm,,,"44572,8","37886,88","24515,04"
barral-cortina15,,,Color,Negro,Medida,400 cm,,,"46300,8","39355,68","25465,44"
barral-cortina15,,,Color,Negro,Medida,450 cm,,,57300,48705,31515
barral-cortina15,,,Color,Negro,Medida,500 cm,,,63660,54111,35013
barral-cortina15,,,Color,Negro,Medida,550 cm,,,70020,59517,38511
argollas,Argollas,Barrales y Accesorios > Accesorios,Variante,Cocodrilo,Color,Blanco,cantidad,1,"1.600,00",1360,880
argollas,,,Variante,Cocodrilo,Color,Negro,cantidad,1,"1.600,00",1360,880
argollas,,,Variante,Simple,Color,Blanco,cantidad,1,"1.400,00",1190,770
argollas,,,Variante,Simple,Color,Negro,cantidad,1,"1.400,00",1190,770
mesa-primera-mudanza,Mesa Primera Mudanza,Mesas > Comedor / Galería,Color,Blanco,,,,,830964,"706319,4","457030,2"
mesa-primera-mudanza,,,Color,Negro,,,,,830964,"706319,4","457030,2"
mesa-primera-mudanza,,,Color,Oxido,,,,,830964,"706319,4","457030,2"
mesa-primera-mudanza,,,Color,Verde,,,,,872400,741540,479820
mesa-ara,Mesa Ara,Mesas > Comedor / Galería,,,,,,,2700000,2295000,1485000
,,,,,,,,,,,0
